"ID","DocType","Field Type","Is System Generated","Module (for export)","Label","Placeholder","Fieldname","Insert After","Length","Link Filters","Precision","Hide Seconds","Hide Days","Options","Sort Options","Fetch From","Fetch on Save if Empty","Collapsible","Collapsible Depends On","Default Value","Depends On","Mandatory Depends On","Read Only Depends On","Non Negative","Is Mandatory Field","Unique","Is Virtual","Read Only","Ignore User Permissions","Hidden","Print Hide","Print Hide If No Value","Print Width","No Copy","Allow on Submit","In List View","In Standard Filter","In Global Search","In Preview","Bold","Report Hide","Index","Allow in Quick Entry","Ignore XSS Filter","Translatable","Hide Border","Show Dashboard","Field Description","Permission Level","Width","Columns"
"Work Order-custom_section_break_3z93k","Work Order","Section Break",0,"","","","custom_section_break_3z93k","amended_from",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Project-custom_bill_amt","Project","Currency",0,"","Bill Amt","","bill_amt","sales_order",0,"","0",0,0,"",0,"sales_order.rounded_total",0,0,"","","","","",0,0,0,0,1,0,0,0,0,"",0,1,1,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Project-custom_orders_types","Project","Data",0,"","Orders Types","","plant_category","solar_capacity",0,"","",0,0,"",0,"sales_order.plant_category",0,0,"","","","","",0,0,0,0,1,0,0,0,0,"",0,1,1,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Project-custom_capacity","Project","Data",0,"","Capacity","","solar_capacity","custom_column_break_pwohi",0,"","",0,0,"",0,"sales_order.solar_capacity",0,0,"","","","","",0,0,0,0,1,0,0,0,0,"",0,1,1,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Project-custom_column_break_pwohi","Project","Column Break",0,"","","","custom_column_break_pwohi","liaison_sync_status",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Order-custom_orders_types","Sales Order","Data",0,"","Orders Types","","plant_category","order_type",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,1,0,0,0,0,"",0,1,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Order-custom_column_break_mjfbt","Sales Order","Column Break",0,"","","","custom_column_break_mjfbt","custom_material_status",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Order-custom_capacity","Sales Order","Data",0,"","Capacity","","solar_capacity","plant_category",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,1,0,0,0,0,"",0,1,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Quotation-custom_column_break_labyl","Quotation","Column Break",0,"","","","custom_column_break_labyl","lead",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Quotation-custom_other_info","Quotation","Section Break",0,"","Other Info","","custom_other_info","more_info_tab",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Lead-custom_section_break_hi7jz","Lead","Section Break",0,"","","","custom_section_break_hi7jz","auto_follow",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Work Order-custom_folllowremark","Work Order","Tab Break",0,"","Folllow/Remark","","custom_folllowremark","connections_tab",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Project-custom_remarkdelay_log","Project","Table",0,"","Remark-Delay Log","","remark_delay_log","custom_followremark",0,"","",0,0,"Remark-Delay Log",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Project-custom_followremark","Project","Tab Break",0,"","Follow/Remark","","custom_followremark","delay_log",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Delivery Note-custom_remarkdelay_log","Delivery Note","Table",0,"","Remark-Delay Log","","remark_delay_log","custom_followremark",0,"","",0,0,"Remark-Delay Log",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Delivery Note-custom_followremark","Delivery Note","Tab Break",0,"","Follow/Remark","","custom_followremark","pricing_rules",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Quotation-custom_orders_types","Quotation","Select",0,"","Orders Types","","plant_category","manager",0,"","",0,0,"
Residential
Commercial",0,"",0,0,"","","","","",0,1,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Project-custom_section_break_kssc9","Project","Section Break",0,"","","","custom_section_break_kssc9","advance_status_html",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Project-custom_recived_amount","Project","HTML",0,"","Recived Amount","","advance_status_html","custom_details",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Order-custom_without_pay_reason","Sales Order","Select",0,"","Without Pay Reason","","without_pay_reason","without_advance",0,"","",0,0,"
GOODWILL APPROVAL
BANK FINANCE",0,"",0,0,"","","eval: doc.without_advance == 1;","eval: doc.without_advance == 1;","",0,0,0,0,0,0,0,0,0,"",0,1,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Project-custom_lead","Project","Data",0,"","Lead","","lead","column_break_14",0,"","",0,0,"",0,"sales_order.lead",0,0,"","","","","",0,0,0,0,1,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Order-custom_whithout_advance","Sales Order","Check",0,"","Without Advance","","without_advance","po_date",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,1,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Lead-custom_duplicate_mobile","Lead","Check",0,"","Duplicate Mobile","","duplicate_mobile","country",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Quotation-custom_lead","Quotation","Link",0,"","Lead","","lead","custom_other_info",0,"","",0,0,"Lead",0,"",0,0,"","","","","",0,0,0,0,1,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Order-custom_lead","Sales Order","Data",0,"","Lead","","lead","cost_center",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,1,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Project-custom_details","Project","Tab Break",0,"","Details","","custom_details","",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Quotation-custom_proposal_sent_days","Quotation","Int",0,"","Proposal Sent Days","","custom_proposal_sent_days","custom_delay_reason",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,1,0,0,0,0,"",0,1,0,0,0,0,0,0,0,0,0,0,0,0,"",1,"",0
"Quotation-custom_delay_reason","Quotation","Small Text",0,"","Delay Reason","","custom_delay_reason","tat_days",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,1,1,0,0,0,0,0,0,0,0,1,0,0,"",1,"",0
"Quotation-custom_column_break_tjm1i","Quotation","Column Break",0,"","","","custom_column_break_tjm1i","custom_remark__delay_tracking",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,1,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Project-custom_inverter","Project","Column Break",0,"","Inverter","","custom_inverter","custom_project_documents",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Project-custom_module_photos","Project","Table",0,"","Module Photos","","custom_module_photos","custom_site_survey_docs",0,"","",0,0,"Module Doc Table",0,"",0,0,"","","","","",0,0,0,0,0,0,1,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Project-custom_inverter_photos","Project","Table",0,"","Inverter Photos","","custom_inverter_photos","custom_module_photos",0,"","",0,0,"Inverter Doc Table",0,"",0,0,"","","","","",0,0,0,0,0,0,1,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Order-custom_advance_amt","Sales Order","Data",0,"","% Advance Amt","","per_advance","billing_status",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,1,0,0,0,0,"",0,1,1,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Order-custom_material_availability","Sales Order","Select",0,"","Material Availability","","custom_material_availability","delivery_date",0,"","",0,0,"Not Available
Available",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,1,0,0,0,0,0,0,0,0,0,0,0,0,"",1,"",0
"Project-custom_total_cost","Project","Currency",0,"","Total Cost","","custom_total_cost","custom_return_cost",0,"","2",0,0,"Company:company:default_currency",0,"",0,0,"","","","","",0,0,0,0,1,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Project-custom_return_cost","Project","Currency",0,"","Return Cost","","custom_return_cost","custom_return_materials",0,"","2",0,0,"Company:company:default_currency",0,"",0,0,"","","","","",0,0,0,0,1,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Project-custom_return_materials","Project","Table",0,"","Return Materials","","custom_return_materials","custom_purchase_cost",0,"","",0,0,"Project Item Table",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",0,"",0
"Project-custom_purchase_cost","Project","Currency",0,"","Purchase Cost","","custom_purchase_cost","custom_purchase_materials",0,"","2",0,0,"Company:company:default_currency",0,"",0,0,"","","","","",0,0,0,0,1,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Project-custom_purchase_materials","Project","Table",0,"","Purchase Materials","","custom_purchase_materials","custom_extra_cost",0,"","",0,0,"Project Item Table",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",0,"",0
"Project-custom_extra_cost","Project","Currency",0,"","Extra Cost","","custom_extra_cost","extra_materials",0,"","2",0,0,"Company:company:default_currency",0,"",0,0,"","","","","",0,0,0,0,1,0,1,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Project-custom_extra_materials","Project","Table",0,"","Extra Materials","","extra_materials","custom_material_details",0,"","",0,0,"Project Item Table",0,"",0,0,"","","","","",0,0,0,0,0,0,1,0,0,"",0,0,0,0,0,0,1,0,0,0,0,0,0,0,"",0,"",0
"Project-custom_material_details","Project","Section Break",0,"","Material Details","","custom_material_details","project_tasks",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Project-custom_team_members","Project","Table",0,"","Team Members","","custom_team_members","custom_project_manager",0,"","",0,0,"Project Team Table",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Project-custom_team_details","Project","Section Break",0,"","Team Details","","custom_team_details","department",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Project-custom_project_manager","Project","Link",0,"","Project Manager","","custom_project_manager","custom_team_details",0,"","",0,0,"User",0,"sales_order.project_manager",0,0,"","","","","",0,1,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Site Survey-custom_section_break_uzho9","Site Survey","Section Break",0,"","","","custom_section_break_uzho9","tat_days",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Lead-custom_enable_follow","Lead","Check",0,"","Auto Follow","","auto_follow","tat_days",0,"","",0,0,"",0,"",0,0,"","1","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Work Order-custom_remarkdelay_log","Work Order","Table",0,"","Remark-Delay Log","","remark_delay_log","custom_remark__delay_tracking",0,"","",0,0,"Remark-Delay Log",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Work Order-custom_remark__delay_tracking","Work Order","Section Break",0,"","Remark & Delay Tracking","","custom_remark__delay_tracking","custom_folllowremark",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Quotation-custom_next_followup_date","Quotation","Date",0,"","Next Followup Date","","next_followup_date","proposal_sent_date",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,1,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Order-custom_tat_days","Sales Order","Int",0,"","TAT Days","","tat_days","act_nxstp_dt",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,1,0,0,0,0,"",0,1,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Order-custom_actual_next_step_date","Sales Order","Date",0,"","Actual Next Step Date","","act_nxstp_dt","exp_nxstp_dt",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,1,0,0,0,0,"",0,1,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Order-custom_expected_next_step_date","Sales Order","Date",0,"","Expected Next Step Date","","exp_nxstp_dt","remark_delay_log",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,1,0,0,0,0,"",0,1,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Order-custom_remarkdelay_log","Sales Order","Table",0,"","Remark-Delay Log","","remark_delay_log","custom_remark__delay_log",0,"","",0,0,"Remark-Delay Log",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,1,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Order-custom_remark__delay_log","Sales Order","Section Break",0,"","Remark & Delay Log","","custom_remark__delay_log","custom_column_break_gehnp",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Quotation-custom_tat_days","Quotation","Int",0,"","TAT Days","","tat_days","act_nxstp_dt",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,1,0,0,0,0,"",0,1,1,0,0,0,0,0,0,0,0,0,0,0,"",1,"",0
"Quotation-custom_actual_next_step_date","Quotation","Date",0,"","Actual Next Step Date","","act_nxstp_dt","exp_nxstp_dt",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,1,0,0,0,0,"",0,1,1,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Quotation-custom_expected_next_step_date","Quotation","Date",0,"","Expected Next Step Date","","exp_nxstp_dt","remark_delay_log",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,1,0,0,0,0,"",0,1,1,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Quotation-custom_remarkdelay_log","Quotation","Table",0,"","Remark-Delay Log","","remark_delay_log","custom_column_break_tjm1i",0,"","",0,0,"Remark-Delay Log",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,1,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Quotation-custom_remark__delay_tracking","Quotation","Section Break",0,"","Remark & Delay Tracking","","custom_remark__delay_tracking","custom_followup",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,1,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Site Survey-custom_tat_days","Site Survey","Int",0,"","TAT Days","","tat_days","act_nxstp_dt",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,1,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Site Survey-custom_actual_next_step_date","Site Survey","Date",0,"","Actual Next Step Date","","act_nxstp_dt","exp_nxstp_dt",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,1,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Site Survey-custom_expected_next_step_date","Site Survey","Date",0,"","Expected Next Step Date","","exp_nxstp_dt","remark_delay_log",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,1,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Site Survey-custom_remarkdelay_log","Site Survey","Table",0,"","Remark-Delay Log","","remark_delay_log","custom_tat_and_remarkdelay",0,"","",0,0,"Remark-Delay Log",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Site Survey-custom_tat_and_remarkdelay","Site Survey","Section Break",0,"","TAT and Remark/Delay","","custom_tat_and_remarkdelay","more_info_tab",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Lead-custom_tat_days","Lead","Int",0,"","TAT Days","","tat_days","act_nxstp_dt",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,1,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Lead-custom_actual_next_step_date","Lead","Date",0,"","Actual Next Step Date","","act_nxstp_dt","exp_nxstp_dt",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,1,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Lead-custom_expected_next_step_date","Lead","Date",0,"","Expected Next Step Date","","exp_nxstp_dt","remark_delay_log",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,1,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Lead-custom_remarkdelay_log","Lead","Table",0,"","Remark-Delay Log","","remark_delay_log","custom_tat__delay_tracking",0,"","",0,0,"Remark-Delay Log",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Lead-custom_tat__delay_tracking","Lead","Section Break",0,"","TAT & Delay Tracking","","custom_tat__delay_tracking","notes_tab",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Customer-custom_contact_person_name","Customer","Data",0,"","Contact Person Name","","custom_contact_person_name","customer_primary_contact",0,"","",0,0,"",0,"customer_primary_contact.first_name",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Task-custom_connection","Task","Tab Break",0,"","Connection","","custom_connection","template_task",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",0,"",0
"Task-custom_total_time","Task","Duration",0,"","Total Time","","total_time","custom_column_break_tcjmb",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,1,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Task-custom_column_break_tcjmb","Task","Column Break",0,"","","","custom_column_break_tcjmb","actual_ed",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Task-custom_actual_end_date","Task","Datetime",0,"","Actual End Date","","actual_ed","actual_sd",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,1,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Task-custom_actual_start_date","Task","Datetime",0,"","Actual Start Date","","actual_sd","custom_section_break_jo8ns",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,1,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Task-custom_section_break_jo8ns","Task","Section Break",0,"","","","custom_section_break_jo8ns","act_end_date",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Project-custom_more_info","Project","Tab Break",0,"","More Info","","custom_more_info","remark_delay_log",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,1,"",0,"",0
"Work Order-custom_customer_name","Work Order","Data",0,"","Customer Name","","custom_customer_name","project",0,"","",0,0,"",0,"sales_order.customer",0,0,"","","","","",0,0,0,0,1,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Order-custom_adv_receive_massage_send_date","Sales Order","Date",0,"","Adv Receive Massage Send Date","","adv_receive_msg_date","adv_recv_msg_to_client",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,1,0,1,0,0,"",0,1,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Order-custom_column_break_gehnp","Sales Order","Column Break",0,"","","","custom_column_break_gehnp","adv_receive_msg_date",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Order-custom_adv_recv_msg_to_client","Sales Order","Check",0,"","Adv. Recv Msg to Client","","adv_recv_msg_to_client","custom_message__followup",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Order-custom_message__followup","Sales Order","Tab Break",0,"","Message & Followup","","custom_message__followup","company_contact_person",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Quotation-custom_proposal_sent_date","Quotation","Date",0,"","Proposal Sent Date","","proposal_sent_date","custom_column_break_x2chd",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,1,0,1,0,0,"",0,1,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Quotation-custom_column_break_x2chd","Quotation","Column Break",0,"","","","custom_column_break_x2chd","custom_section_break_8ouvl",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Delivery Note-custom_late_remark","Delivery Note","Small Text",0,"","Late Remark","","late_remark","manager",0,"","",0,0,"",0,"",0,0,"","","","","",0,1,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Lead-custom_section_break_u0xev","Lead","Section Break",0,"","","","custom_section_break_u0xev","lead_progress_html",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Lead-custom_lead_progress","Lead","HTML",0,"","Lead Progress","","lead_progress_html","custom_details",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Payment Schedule-custom_payment_date","Payment Schedule","Date",0,"","Payment Date","","custom_payment_date","custom_column_break_utldy",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,1,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Payment Schedule-custom_column_break_utldy","Payment Schedule","Column Break",0,"","","","custom_column_break_utldy","payment_term",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Quotation-custom_section_break_uxkec","Quotation","Section Break",0,"","","","custom_section_break_uxkec","type_of_mounting",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Lead-custom_pincode","Lead","Data",0,"","Pincode","","custom_pincode","city",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Quotation-custom_proposal_type","Quotation","Select",0,"","Proposal Type","","proposal_type","custom_section_break_uxkec",0,"","",0,0,"
3 kW 6ft
3 kW 8ft
3 kW RCC
5 kW 6ft
5 kW 8ft
5 kW RCC
6 kW 6ft
6 kW 8ft
6 kW RCC
7 kW 6ft
7 kW 8ft
7 kW RCC
7 kW 6ft NDCR
7 kW 8ft NDCR
7 kW RCC NDCR
8 kW 6ft
8 kW 8ft
8 kW RCC
8 kW 6ft NDCR
8 kW 8ft NDCR
8 kW RCC NDCR
10 kW RCC DCR
10 kW 6ft NDCR
10 kW 8ft NDCR
10 kW RCC NDCR",0,"",0,0,"","","","","",0,0,0,0,0,0,1,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"ToDo-custom_info_user","ToDo","Link",0,"","Info User","","custom_info_user","reference_name",0,"","",0,0,"User",0,"",0,0,"","mp@sadbhavrenewables.com","","","",0,0,0,0,1,0,1,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Quotation-custom_followup","Quotation","Tab Break",0,"","Message & Follow-Up","","custom_followup","company_contact_person",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
"Sales Order-custom_sign_pi","Sales Order","Attach",0,"","Signed PI","","custom_sign_pi","custom_signed_pi",0,"","",0,0,"",0,"",0,0,"","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,"",0
